,District_Code,Sex,District,Neighborhood,Population,Neighborhood_Code,Academic_Qualification
587,1,Men,Ciutat Vella,el Barri Gòtic,3319,2,Elementary school / school graduate / ESO / FPI
588,1,Men,Ciutat Vella,la Barceloneta,1763,3,Elementary school / school graduate / ESO / FPI
589,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",2020,4,Elementary school / school graduate / ESO / FPI
590,2,Men,Eixample,el Fort Pienc,2634,5,Elementary school / school graduate / ESO / FPI
591,2,Men,Eixample,la Sagrada Família,4151,6,Elementary school / school graduate / ESO / FPI
592,2,Men,Eixample,la Dreta de l'Eixample,2331,7,Elementary school / school graduate / ESO / FPI
593,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,2523,8,Elementary school / school graduate / ESO / FPI
594,2,Men,Eixample,la Nova Esquerra de l'Eixample,3871,9,Elementary school / school graduate / ESO / FPI
595,2,Men,Eixample,Sant Antoni,3185,10,Elementary school / school graduate / ESO / FPI
596,3,Men,Sants-Montjuïc,el Poble Sec,4427,11,Elementary school / school graduate / ESO / FPI
597,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,213,12,Elementary school / school graduate / ESO / FPI
598,3,Men,Sants-Montjuïc,la Marina de Port,3954,13,Elementary school / school graduate / ESO / FPI
599,3,Men,Sants-Montjuïc,la Font de la Guatlla,1036,14,Elementary school / school graduate / ESO / FPI
600,3,Men,Sants-Montjuïc,Hostafrancs,1595,15,Elementary school / school graduate / ESO / FPI
601,3,Men,Sants-Montjuïc,la Bordeta,2164,16,Elementary school / school graduate / ESO / FPI
602,3,Men,Sants-Montjuïc,Sants - Badal,2524,17,Elementary school / school graduate / ESO / FPI
603,3,Men,Sants-Montjuïc,Sants,4383,18,Elementary school / school graduate / ESO / FPI
604,4,Men,Les Corts,les Corts,2841,19,Elementary school / school graduate / ESO / FPI
605,4,Men,Les Corts,la Maternitat i Sant Ramon,1705,20,Elementary school / school graduate / ESO / FPI
606,4,Men,Les Corts,Pedralbes,484,21,Elementary school / school graduate / ESO / FPI
607,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",347,22,Elementary school / school graduate / ESO / FPI
608,5,Men,Sarrià-Sant Gervasi,Sarrià,1129,23,Elementary school / school graduate / ESO / FPI
609,5,Men,Sarrià-Sant Gervasi,les Tres Torres,587,24,Elementary school / school graduate / ESO / FPI
610,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,1094,25,Elementary school / school graduate / ESO / FPI
611,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,1849,26,Elementary school / school graduate / ESO / FPI
612,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,1434,27,Elementary school / school graduate / ESO / FPI
613,6,Men,Gràcia,Vallcarca i els Penitents,1181,28,Elementary school / school graduate / ESO / FPI
614,6,Men,Gràcia,la Salut,916,30,Elementary school / school graduate / ESO / FPI
615,6,Men,Gràcia,la Vila de Gràcia,3285,31,Elementary school / school graduate / ESO / FPI
616,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,2600,32,Elementary school / school graduate / ESO / FPI
617,7,Men,Horta-Guinardó,el Baix Guinardó,2373,33,Elementary school / school graduate / ESO / FPI
618,7,Men,Horta-Guinardó,Can Baró,980,34,Elementary school / school graduate / ESO / FPI
619,7,Men,Horta-Guinardó,el Guinardó,3569,35,Elementary school / school graduate / ESO / FPI
620,7,Men,Horta-Guinardó,la Font d'en Fargues,890,36,Elementary school / school graduate / ESO / FPI
621,7,Men,Horta-Guinardó,el Carmel,4660,37,Elementary school / school graduate / ESO / FPI
622,7,Men,Horta-Guinardó,la Teixonera,1654,38,Elementary school / school graduate / ESO / FPI
623,7,Men,Horta-Guinardó,Sant Genís dels Agudells,900,39,Elementary school / school graduate / ESO / FPI
624,7,Men,Horta-Guinardó,Montbau,549,40,Elementary school / school graduate / ESO / FPI
625,7,Men,Horta-Guinardó,la Vall d'Hebron,562,41,Elementary school / school graduate / ESO / FPI
626,7,Men,Horta-Guinardó,la Clota,83,42,Elementary school / school graduate / ESO / FPI
627,7,Men,Horta-Guinardó,Horta,3008,43,Elementary school / school graduate / ESO / FPI
628,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,2860,44,Elementary school / school graduate / ESO / FPI
629,8,Men,Nou Barris,Porta,3481,45,Elementary school / school graduate / ESO / FPI
630,8,Men,Nou Barris,el Turó de la Peira,1996,46,Elementary school / school graduate / ESO / FPI
631,8,Men,Nou Barris,Can Peguera,340,47,Elementary school / school graduate / ESO / FPI
632,8,Men,Nou Barris,la Guineueta,1879,48,Elementary school / school graduate / ESO / FPI
633,8,Men,Nou Barris,Canyelles,1011,49,Elementary school / school graduate / ESO / FPI
634,8,Men,Nou Barris,les Roquetes,2436,50,Elementary school / school graduate / ESO / FPI
635,8,Men,Nou Barris,Verdun,1789,51,Elementary school / school graduate / ESO / FPI
636,8,Men,Nou Barris,la Prosperitat,3709,52,Elementary school / school graduate / ESO / FPI
637,8,Men,Nou Barris,la Trinitat Nova,1189,53,Elementary school / school graduate / ESO / FPI
638,8,Men,Nou Barris,Torre Baró,434,54,Elementary school / school graduate / ESO / FPI
639,8,Men,Nou Barris,Ciutat Meridiana,1634,55,Elementary school / school graduate / ESO / FPI
640,8,Men,Nou Barris,Vallbona,214,56,Elementary school / school graduate / ESO / FPI
641,9,Men,Sant Andreu,la Trinitat Vella,1536,57,Elementary school / school graduate / ESO / FPI
642,9,Men,Sant Andreu,Baró de Viver,423,58,Elementary school / school graduate / ESO / FPI
643,9,Men,Sant Andreu,el Bon Pastor,1966,59,Elementary school / school graduate / ESO / FPI
644,9,Men,Sant Andreu,Sant Andreu,6100,60,Elementary school / school graduate / ESO / FPI
645,9,Men,Sant Andreu,la Sagrera,3169,61,Elementary school / school graduate / ESO / FPI
646,9,Men,Sant Andreu,el Congrés i els Indians,1602,62,Elementary school / school graduate / ESO / FPI
647,9,Men,Sant Andreu,Navas,2290,63,Elementary school / school graduate / ESO / FPI
648,10,Men,Sant Martí,el Camp de l'Arpa del Clot,3719,64,Elementary school / school graduate / ESO / FPI
649,10,Men,Sant Martí,el Clot,2838,65,Elementary school / school graduate / ESO / FPI
650,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,1444,66,Elementary school / school graduate / ESO / FPI
651,10,Men,Sant Martí,la Vila Olímpica del Poblenou,487,67,Elementary school / school graduate / ESO / FPI
652,10,Men,Sant Martí,el Poblenou,3067,68,Elementary school / school graduate / ESO / FPI
653,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,1058,69,Elementary school / school graduate / ESO / FPI
654,10,Men,Sant Martí,el Besòs i el Maresme,3677,70,Elementary school / school graduate / ESO / FPI
655,10,Men,Sant Martí,Provençals del Poblenou,2410,71,Elementary school / school graduate / ESO / FPI
656,10,Men,Sant Martí,Sant Martí de Provençals,3104,72,Elementary school / school graduate / ESO / FPI
657,10,Men,Sant Martí,la Verneda i la Pau,3860,73,Elementary school / school graduate / ESO / FPI
658,1,Men,Ciutat Vella,el Raval,4341,1,High school / BUP / COU / FPII / CFGM Intermediate Grade
659,1,Men,Ciutat Vella,el Barri Gòtic,2383,2,High school / BUP / COU / FPII / CFGM Intermediate Grade
660,1,Men,Ciutat Vella,la Barceloneta,1646,3,High school / BUP / COU / FPII / CFGM Intermediate Grade
661,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",2475,4,High school / BUP / COU / FPII / CFGM Intermediate Grade
662,2,Men,Eixample,el Fort Pienc,3995,5,High school / BUP / COU / FPII / CFGM Intermediate Grade
663,2,Men,Eixample,la Sagrada Família,6165,6,High school / BUP / COU / FPII / CFGM Intermediate Grade
664,2,Men,Eixample,la Dreta de l'Eixample,4673,7,High school / BUP / COU / FPII / CFGM Intermediate Grade
665,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,5068,8,High school / BUP / COU / FPII / CFGM Intermediate Grade
666,2,Men,Eixample,la Nova Esquerra de l'Eixample,6813,9,High school / BUP / COU / FPII / CFGM Intermediate Grade
667,2,Men,Eixample,Sant Antoni,4558,10,High school / BUP / COU / FPII / CFGM Intermediate Grade
668,3,Men,Sants-Montjuïc,el Poble Sec,4281,11,High school / BUP / COU / FPII / CFGM Intermediate Grade
669,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,71,12,High school / BUP / COU / FPII / CFGM Intermediate Grade
670,3,Men,Sants-Montjuïc,la Marina de Port,3261,13,High school / BUP / COU / FPII / CFGM Intermediate Grade
671,3,Men,Sants-Montjuïc,la Font de la Guatlla,1229,14,High school / BUP / COU / FPII / CFGM Intermediate Grade
672,3,Men,Sants-Montjuïc,Hostafrancs,1760,15,High school / BUP / COU / FPII / CFGM Intermediate Grade
673,3,Men,Sants-Montjuïc,la Bordeta,2298,16,High school / BUP / COU / FPII / CFGM Intermediate Grade
674,3,Men,Sants-Montjuïc,Sants - Badal,2834,17,High school / BUP / COU / FPII / CFGM Intermediate Grade
675,3,Men,Sants-Montjuïc,Sants,4969,18,High school / BUP / COU / FPII / CFGM Intermediate Grade
676,4,Men,Les Corts,les Corts,5299,19,High school / BUP / COU / FPII / CFGM Intermediate Grade
677,4,Men,Les Corts,la Maternitat i Sant Ramon,2720,20,High school / BUP / COU / FPII / CFGM Intermediate Grade
678,2,Men,Eixample,Sant Antoni,248,10,No records
679,4,Men,Les Corts,Pedralbes,1130,21,High school / BUP / COU / FPII / CFGM Intermediate Grade
680,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",500,22,High school / BUP / COU / FPII / CFGM Intermediate Grade
681,5,Men,Sarrià-Sant Gervasi,Sarrià,2440,23,High school / BUP / COU / FPII / CFGM Intermediate Grade
682,5,Men,Sarrià-Sant Gervasi,les Tres Torres,1666,24,High school / BUP / COU / FPII / CFGM Intermediate Grade
683,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,2712,25,High school / BUP / COU / FPII / CFGM Intermediate Grade
684,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,4750,26,High school / BUP / COU / FPII / CFGM Intermediate Grade
685,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,3315,27,High school / BUP / COU / FPII / CFGM Intermediate Grade
686,6,Men,Gràcia,Vallcarca i els Penitents,1841,28,High school / BUP / COU / FPII / CFGM Intermediate Grade
687,6,Men,Gràcia,el Coll,873,29,High school / BUP / COU / FPII / CFGM Intermediate Grade
688,6,Men,Gràcia,la Salut,1612,30,High school / BUP / COU / FPII / CFGM Intermediate Grade
689,6,Men,Gràcia,la Vila de Gràcia,5413,31,High school / BUP / COU / FPII / CFGM Intermediate Grade
690,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,4127,32,High school / BUP / COU / FPII / CFGM Intermediate Grade
691,7,Men,Horta-Guinardó,el Baix Guinardó,3214,33,High school / BUP / COU / FPII / CFGM Intermediate Grade
692,7,Men,Horta-Guinardó,Can Baró,1102,34,High school / BUP / COU / FPII / CFGM Intermediate Grade
693,7,Men,Horta-Guinardó,el Guinardó,4734,35,High school / BUP / COU / FPII / CFGM Intermediate Grade
694,7,Men,Horta-Guinardó,la Font d'en Fargues,1175,36,High school / BUP / COU / FPII / CFGM Intermediate Grade
695,7,Men,Horta-Guinardó,el Carmel,3112,37,High school / BUP / COU / FPII / CFGM Intermediate Grade
696,7,Men,Horta-Guinardó,la Teixonera,1279,38,High school / BUP / COU / FPII / CFGM Intermediate Grade
697,7,Men,Horta-Guinardó,Sant Genís dels Agudells,810,39,High school / BUP / COU / FPII / CFGM Intermediate Grade
698,7,Men,Horta-Guinardó,Montbau,588,40,High school / BUP / COU / FPII / CFGM Intermediate Grade
699,7,Men,Horta-Guinardó,la Vall d'Hebron,738,41,High school / BUP / COU / FPII / CFGM Intermediate Grade
700,7,Men,Horta-Guinardó,la Clota,75,42,High school / BUP / COU / FPII / CFGM Intermediate Grade
701,7,Men,Horta-Guinardó,Horta,3286,43,High school / BUP / COU / FPII / CFGM Intermediate Grade
702,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,3105,44,High school / BUP / COU / FPII / CFGM Intermediate Grade
703,8,Men,Nou Barris,Porta,3059,45,High school / BUP / COU / FPII / CFGM Intermediate Grade
704,8,Men,Nou Barris,el Turó de la Peira,1680,46,High school / BUP / COU / FPII / CFGM Intermediate Grade
705,8,Men,Nou Barris,Can Peguera,158,47,High school / BUP / COU / FPII / CFGM Intermediate Grade
706,8,Men,Nou Barris,la Guineueta,1748,48,High school / BUP / COU / FPII / CFGM Intermediate Grade
707,8,Men,Nou Barris,Canyelles,620,49,High school / BUP / COU / FPII / CFGM Intermediate Grade
708,8,Men,Nou Barris,les Roquetes,1260,50,High school / BUP / COU / FPII / CFGM Intermediate Grade
709,8,Men,Nou Barris,Verdun,1145,51,High school / BUP / COU / FPII / CFGM Intermediate Grade
710,8,Men,Nou Barris,la Prosperitat,2650,52,High school / BUP / COU / FPII / CFGM Intermediate Grade
711,8,Men,Nou Barris,la Trinitat Nova,599,53,High school / BUP / COU / FPII / CFGM Intermediate Grade
712,8,Men,Nou Barris,Torre Baró,180,54,High school / BUP / COU / FPII / CFGM Intermediate Grade
713,8,Men,Nou Barris,Ciutat Meridiana,794,55,High school / BUP / COU / FPII / CFGM Intermediate Grade
714,8,Men,Nou Barris,Vallbona,83,56,High school / BUP / COU / FPII / CFGM Intermediate Grade
715,9,Men,Sant Andreu,la Trinitat Vella,875,57,High school / BUP / COU / FPII / CFGM Intermediate Grade
716,9,Men,Sant Andreu,Baró de Viver,169,58,High school / BUP / COU / FPII / CFGM Intermediate Grade
717,9,Men,Sant Andreu,el Bon Pastor,1261,59,High school / BUP / COU / FPII / CFGM Intermediate Grade
718,9,Men,Sant Andreu,Sant Andreu,7290,60,High school / BUP / COU / FPII / CFGM Intermediate Grade
719,9,Men,Sant Andreu,la Sagrera,3604,61,High school / BUP / COU / FPII / CFGM Intermediate Grade
720,9,Men,Sant Andreu,el Congrés i els Indians,1820,62,High school / BUP / COU / FPII / CFGM Intermediate Grade
721,9,Men,Sant Andreu,Navas,2832,63,High school / BUP / COU / FPII / CFGM Intermediate Grade
722,10,Men,Sant Martí,el Camp de l'Arpa del Clot,4878,64,High school / BUP / COU / FPII / CFGM Intermediate Grade
723,10,Men,Sant Martí,el Clot,3319,65,High school / BUP / COU / FPII / CFGM Intermediate Grade
724,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,1832,66,High school / BUP / COU / FPII / CFGM Intermediate Grade
725,10,Men,Sant Martí,la Vila Olímpica del Poblenou,972,67,High school / BUP / COU / FPII / CFGM Intermediate Grade
726,10,Men,Sant Martí,el Poblenou,3764,68,High school / BUP / COU / FPII / CFGM Intermediate Grade
727,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,1339,69,High school / BUP / COU / FPII / CFGM Intermediate Grade
728,10,Men,Sant Martí,el Besòs i el Maresme,2235,70,High school / BUP / COU / FPII / CFGM Intermediate Grade
729,10,Men,Sant Martí,Provençals del Poblenou,2374,71,High school / BUP / COU / FPII / CFGM Intermediate Grade
730,10,Men,Sant Martí,Sant Martí de Provençals,2964,72,High school / BUP / COU / FPII / CFGM Intermediate Grade
731,10,Men,Sant Martí,la Verneda i la Pau,3083,73,High school / BUP / COU / FPII / CFGM Intermediate Grade
732,1,Men,Ciutat Vella,el Raval,5624,1,University studies / CFGS higher degree
733,1,Men,Ciutat Vella,el Barri Gòtic,3217,2,University studies / CFGS higher degree
734,1,Men,Ciutat Vella,la Barceloneta,1926,3,University studies / CFGS higher degree
735,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4092,4,University studies / CFGS higher degree
736,2,Men,Eixample,el Fort Pienc,5399,5,University studies / CFGS higher degree
737,2,Men,Eixample,la Sagrada Família,8206,6,University studies / CFGS higher degree
738,2,Men,Eixample,la Dreta de l'Eixample,9567,7,University studies / CFGS higher degree
739,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,8868,8,University studies / CFGS higher degree
740,2,Men,Eixample,la Nova Esquerra de l'Eixample,10829,9,University studies / CFGS higher degree
741,7,Men,Horta-Guinardó,la Clota,6,42,No records
742,2,Men,Eixample,Sant Antoni,6263,10,University studies / CFGS higher degree
743,3,Men,Sants-Montjuïc,el Poble Sec,4696,11,University studies / CFGS higher degree
744,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,34,12,University studies / CFGS higher degree
745,3,Men,Sants-Montjuïc,la Marina de Port,1958,13,University studies / CFGS higher degree
746,3,Men,Sants-Montjuïc,la Font de la Guatlla,1310,14,University studies / CFGS higher degree
747,3,Men,Sants-Montjuïc,Hostafrancs,2120,15,University studies / CFGS higher degree
748,3,Men,Sants-Montjuïc,la Bordeta,1972,16,University studies / CFGS higher degree
749,3,Men,Sants-Montjuïc,Sants - Badal,2719,17,University studies / CFGS higher degree
750,3,Men,Sants-Montjuïc,Sants,5737,18,University studies / CFGS higher degree
751,4,Men,Les Corts,les Corts,8615,19,University studies / CFGS higher degree
752,4,Men,Les Corts,la Maternitat i Sant Ramon,3954,20,University studies / CFGS higher degree
753,4,Men,Les Corts,Pedralbes,2642,21,University studies / CFGS higher degree
754,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",776,22,University studies / CFGS higher degree
755,5,Men,Sarrià-Sant Gervasi,Sarrià,4948,23,University studies / CFGS higher degree
756,5,Men,Sarrià-Sant Gervasi,les Tres Torres,3553,24,University studies / CFGS higher degree
757,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,5297,25,University studies / CFGS higher degree
758,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,10191,26,University studies / CFGS higher degree
759,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,6126,27,University studies / CFGS higher degree
760,6,Men,Gràcia,Vallcarca i els Penitents,2630,28,University studies / CFGS higher degree
761,6,Men,Gràcia,el Coll,941,29,University studies / CFGS higher degree
762,6,Men,Gràcia,la Salut,2142,30,University studies / CFGS higher degree
763,6,Men,Gràcia,la Vila de Gràcia,9108,31,University studies / CFGS higher degree
764,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,5891,32,University studies / CFGS higher degree
765,7,Men,Horta-Guinardó,el Baix Guinardó,3502,33,University studies / CFGS higher degree
766,7,Men,Horta-Guinardó,Can Baró,1039,34,University studies / CFGS higher degree
767,7,Men,Horta-Guinardó,el Guinardó,4590,35,University studies / CFGS higher degree
768,7,Men,Horta-Guinardó,la Font d'en Fargues,1244,36,University studies / CFGS higher degree
769,7,Men,Horta-Guinardó,el Carmel,1674,37,University studies / CFGS higher degree
770,7,Men,Horta-Guinardó,la Teixonera,790,38,University studies / CFGS higher degree
771,7,Men,Horta-Guinardó,Sant Genís dels Agudells,599,39,University studies / CFGS higher degree
772,7,Men,Horta-Guinardó,Montbau,539,40,University studies / CFGS higher degree
773,7,Men,Horta-Guinardó,la Vall d'Hebron,684,41,University studies / CFGS higher degree
774,7,Men,Horta-Guinardó,la Clota,72,42,University studies / CFGS higher degree
775,7,Men,Horta-Guinardó,Horta,2450,43,University studies / CFGS higher degree
776,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,2273,44,University studies / CFGS higher degree
777,8,Men,Nou Barris,Porta,1781,45,University studies / CFGS higher degree
778,8,Men,Nou Barris,el Turó de la Peira,930,46,University studies / CFGS higher degree
779,8,Men,Nou Barris,Can Peguera,78,47,University studies / CFGS higher degree
780,8,Men,Nou Barris,la Guineueta,1056,48,University studies / CFGS higher degree
781,8,Men,Nou Barris,Canyelles,295,49,University studies / CFGS higher degree
782,8,Men,Nou Barris,les Roquetes,552,50,University studies / CFGS higher degree
783,8,Men,Nou Barris,Verdun,551,51,University studies / CFGS higher degree
784,8,Men,Nou Barris,la Prosperitat,1223,52,University studies / CFGS higher degree
785,8,Men,Nou Barris,la Trinitat Nova,256,53,University studies / CFGS higher degree
786,8,Men,Nou Barris,Torre Baró,93,54,University studies / CFGS higher degree
787,8,Men,Nou Barris,Ciutat Meridiana,264,55,University studies / CFGS higher degree
788,8,Men,Nou Barris,Vallbona,43,56,University studies / CFGS higher degree
789,9,Men,Sant Andreu,la Trinitat Vella,359,57,University studies / CFGS higher degree
790,9,Men,Sant Andreu,Baró de Viver,71,58,University studies / CFGS higher degree
791,9,Men,Sant Andreu,el Bon Pastor,681,59,University studies / CFGS higher degree
792,9,Men,Sant Andreu,Sant Andreu,5693,60,University studies / CFGS higher degree
793,9,Men,Sant Andreu,la Sagrera,2855,61,University studies / CFGS higher degree
794,9,Men,Sant Andreu,el Congrés i els Indians,1506,62,University studies / CFGS higher degree
795,9,Men,Sant Andreu,Navas,2481,63,University studies / CFGS higher degree
796,10,Men,Sant Martí,el Camp de l'Arpa del Clot,4996,64,University studies / CFGS higher degree
797,10,Men,Sant Martí,el Clot,3072,65,University studies / CFGS higher degree
798,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,2405,66,University studies / CFGS higher degree
799,10,Men,Sant Martí,la Vila Olímpica del Poblenou,2063,67,University studies / CFGS higher degree
800,10,Men,Sant Martí,el Poblenou,4792,68,University studies / CFGS higher degree
801,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,2084,69,University studies / CFGS higher degree
802,10,Men,Sant Martí,el Besòs i el Maresme,1195,70,University studies / CFGS higher degree
803,10,Men,Sant Martí,Provençals del Poblenou,2149,71,University studies / CFGS higher degree
804,10,Men,Sant Martí,Sant Martí de Provençals,2028,72,University studies / CFGS higher degree
805,10,Men,Sant Martí,la Verneda i la Pau,1543,73,University studies / CFGS higher degree
806,1,Men,Ciutat Vella,el Raval,377,1,No records
807,1,Men,Ciutat Vella,el Barri Gòtic,63,2,No records
808,1,Men,Ciutat Vella,la Barceloneta,87,3,No records
809,1,Men,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",123,4,No records
810,2,Men,Eixample,el Fort Pienc,203,5,No records
811,2,Men,Eixample,la Sagrada Família,294,6,No records
812,2,Men,Eixample,la Dreta de l'Eixample,318,7,No records
813,2,Men,Eixample,l'Antiga Esquerra de l'Eixample,261,8,No records
814,2,Men,Eixample,la Nova Esquerra de l'Eixample,377,9,No records
815,3,Men,Sants-Montjuïc,el Poble Sec,309,11,No records
816,3,Men,Sants-Montjuïc,la Marina del Prat Vermell,20,12,No records
817,3,Men,Sants-Montjuïc,la Marina de Port,326,13,No records
818,3,Men,Sants-Montjuïc,la Font de la Guatlla,74,14,No records
819,3,Men,Sants-Montjuïc,Hostafrancs,107,15,No records
820,3,Men,Sants-Montjuïc,la Bordeta,160,16,No records
821,3,Men,Sants-Montjuïc,Sants - Badal,170,17,No records
822,3,Men,Sants-Montjuïc,Sants,256,18,No records
823,4,Men,Les Corts,les Corts,297,19,No records
824,4,Men,Les Corts,la Maternitat i Sant Ramon,159,20,No records
825,4,Men,Les Corts,Pedralbes,160,21,No records
826,5,Men,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",50,22,No records
827,5,Men,Sarrià-Sant Gervasi,Sarrià,330,23,No records
828,5,Men,Sarrià-Sant Gervasi,les Tres Torres,205,24,No records
829,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,268,25,No records
830,5,Men,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,495,26,No records
831,5,Men,Sarrià-Sant Gervasi,el Putxet i el Farró,260,27,No records
832,6,Men,Gràcia,Vallcarca i els Penitents,130,28,No records
833,6,Men,Gràcia,el Coll,60,29,No records
834,6,Men,Gràcia,la Salut,77,30,No records
835,6,Men,Gràcia,la Vila de Gràcia,326,31,No records
836,6,Men,Gràcia,el Camp d'en Grassot i Gràcia Nova,185,32,No records
837,7,Men,Horta-Guinardó,el Baix Guinardó,145,33,No records
838,7,Men,Horta-Guinardó,Can Baró,67,34,No records
839,7,Men,Horta-Guinardó,el Guinardó,267,35,No records
840,7,Men,Horta-Guinardó,la Font d'en Fargues,64,36,No records
841,7,Men,Horta-Guinardó,el Carmel,291,37,No records
842,7,Men,Horta-Guinardó,la Teixonera,108,38,No records
843,7,Men,Horta-Guinardó,Sant Genís dels Agudells,71,39,No records
844,7,Men,Horta-Guinardó,Montbau,33,40,No records
845,7,Men,Horta-Guinardó,la Vall d'Hebron,29,41,No records
846,8,Men,Nou Barris,Vilapicina i la Torre Llobeta,174,44,No records
847,8,Men,Nou Barris,Porta,192,45,No records
848,8,Men,Nou Barris,el Turó de la Peira,129,46,No records
849,8,Men,Nou Barris,Can Peguera,36,47,No records
850,8,Men,Nou Barris,la Guineueta,116,48,No records
851,8,Men,Nou Barris,Canyelles,74,49,No records
852,8,Men,Nou Barris,les Roquetes,185,50,No records
853,8,Men,Nou Barris,Verdun,103,51,No records
854,8,Men,Nou Barris,la Prosperitat,225,52,No records
855,8,Men,Nou Barris,la Trinitat Nova,88,53,No records
856,8,Men,Nou Barris,Torre Baró,51,54,No records
857,8,Men,Nou Barris,Ciutat Meridiana,111,55,No records
858,8,Men,Nou Barris,Vallbona,17,56,No records
859,9,Men,Sant Andreu,la Trinitat Vella,101,57,No records
860,9,Men,Sant Andreu,Baró de Viver,40,58,No records
861,9,Men,Sant Andreu,el Bon Pastor,164,59,No records
862,9,Men,Sant Andreu,Sant Andreu,466,60,No records
863,9,Men,Sant Andreu,la Sagrera,186,61,No records
864,9,Men,Sant Andreu,el Congrés i els Indians,109,62,No records
865,9,Men,Sant Andreu,Navas,176,63,No records
866,10,Men,Sant Martí,el Camp de l'Arpa del Clot,241,64,No records
867,10,Men,Sant Martí,el Clot,216,65,No records
868,10,Men,Sant Martí,el Parc i la Llacuna del Poblenou,104,66,No records
869,10,Men,Sant Martí,la Vila Olímpica del Poblenou,108,67,No records
870,10,Men,Sant Martí,el Poblenou,304,68,No records
871,10,Men,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,124,69,No records
872,10,Men,Sant Martí,el Besòs i el Maresme,233,70,No records
873,10,Men,Sant Martí,Provençals del Poblenou,174,71,No records
874,10,Men,Sant Martí,Sant Martí de Provençals,239,72,No records
875,10,Men,Sant Martí,la Verneda i la Pau,279,73,No records
